stock_id,stock_name,market,market_cap,sector,industry,symbol
61128c48fc13ae5a9d000227,Urstadt Biddle Properties Inc.,NYSE,n/a,n/a,n/a,UBP^F
61128c48fc13ae5a9d000228,"Four Corners Property Trust, Inc.",NYSE,$1.53B,Consumer Services,Real Estate Investment Trusts,FCPT
61128c48fc13ae5a9d000229,Intercontinental Exchange Inc.,NYSE,$38.23B,Finance,Investment Bankers/Brokers/Service,ICE
61128c48fc13ae5a9d00022a,Student Transportation Inc,NASDAQ,$562.64M,Transportation,Other Transportation,STB
61128c48fc13ae5a9d00022b,"BroadSoft, Inc.",NASDAQ,$1.28B,Technology,Computer Software: Prepackaged Software,BSFT
61128c48fc13ae5a9d00022c,Iron Mountain Incorporated,NYSE,$9.04B,Consumer Services,Real Estate Investment Trusts,IRM
61128c48fc13ae5a9d00022d,"Mitcham Industries, Inc.",NASDAQ,n/a,Technology,Diversified Commercial Services,MINDP
61128c48fc13ae5a9d00022e,"BioScrip, Inc.",NASDAQ,$306.09M,Health Care,Medical/Nursing Services,BIOS
61128c48fc13ae5a9d00022f,VelocityShares Daily 2x VIX Short-Term ETN,NASDAQ,$198.29M,Finance,Investment Bankers/Brokers/Service,TVIX
61128c48fc13ae5a9d000230,Stamps.com Inc.,NASDAQ,$2.49B,Miscellaneous,Business Services,STMP
61128c48fc13ae5a9d000231,"Identiv, Inc.",NASDAQ,$59.21M,Technology,Computer peripheral equipment,INVE
61128c48fc13ae5a9d000232,Schlumberger N.V.,NYSE,$95.29B,Energy,Oilfield Services/Equipment,SLB
61128c48fc13ae5a9d000233,Macro Bank Inc.,NYSE,$5.07B,Finance,Commercial Banks,BMA
61128c48fc13ae5a9d000234,Noah Holdings Ltd.,NYSE,$1.51B,Finance,Investment Managers,NOAH
61128c48fc13ae5a9d000235,"Kura Oncology, Inc.",NASDAQ,$170.17M,Health Care,Major Pharmaceuticals,KURA
61128c48fc13ae5a9d000236,Zumiez Inc.,NASDAQ,$316.23M,Consumer Services,Clothing/Shoe/Accessory Stores,ZUMZ
61128c48fc13ae5a9d000237,"Dynex Capital, Inc.",NYSE,n/a,n/a,n/a,DX^A
61128c48fc13ae5a9d000238,CF Corporation,NASDAQ,n/a,Finance,Business Services,CFCOW
61128c48fc13ae5a9d000239,"Haverty Furniture Companies, Inc.",NYSE,n/a,n/a,n/a,HVT.A
61128c48fc13ae5a9d00023a,Tennessee Valley Authority,NYSE,n/a,Public Utilities,Electric Utilities: Central,TVE
61128c48fc13ae5a9d00023b,Fortuna Silver Mines Inc.,NYSE,$749.94M,Basic Industries,Precious Metals,FSM
61128c48fc13ae5a9d00023c,"Maxim Integrated Products, Inc.",NASDAQ,$13.07B,Technology,Semiconductors,MXIM
61128c48fc13ae5a9d00023d,Diversified Real Asset Income Fund,NYSE,$311.58M,n/a,n/a,DRA
61128c48fc13ae5a9d00023e,FedEx Corporation,NYSE,$56.28B,Transportation,Air Freight/Delivery Services,FDX
61128c48fc13ae5a9d00023f,"Cooper Companies, Inc. (The)",NYSE,$11.67B,Health Care,Ophthalmic Goods,COO
61128c48fc13ae5a9d000240,"Veritone, Inc.",NASDAQ,$167.67M,Technology,EDP Services,VERI
61128c48fc13ae5a9d000241,iShares Commodities Select Strategy ETF,NASDAQ,$195.63M,n/a,n/a,COMT
61128c48fc13ae5a9d000242,"SunTrust Banks, Inc.",NYSE,$27.15B,Finance,Major Banks,STI
61128c48fc13ae5a9d000243,"ModusLink Global Solutions, Inc",NASDAQ,$85M,Miscellaneous,Business Services,MLNK
61128c48fc13ae5a9d000244,Teekay Tankers Ltd.,NYSE,$311.8M,Consumer Services,Marine Transportation,TNK
61128c48fc13ae5a9d000245,Nuveen Georgia Quality Municipal Income Fund ,NYSE,$137.46M,n/a,n/a,NKG
61128c48fc13ae5a9d000246,Gabelli Multi-Media Trust Inc. (The),NYSE,n/a,n/a,n/a,GGT^B
61128c48fc13ae5a9d000247,"Scripps Networks Interactive, Inc",NASDAQ,$8.74B,Consumer Services,Television Services,SNI
61128c48fc13ae5a9d000248,"MobileIron, Inc.",NASDAQ,$571.52M,Technology,Computer Software: Prepackaged Software,MOBL
61128c48fc13ae5a9d000249,"Quanta Services, Inc.",NYSE,$4.75B,Capital Goods,Engineering & Construction,PWR
61128c48fc13ae5a9d00024a,"AquaBounty Technologies, Inc.",NASDAQ,$69.92M,n/a,n/a,AQB
61128c48fc13ae5a9d00024b,Humana Inc.,NYSE,$33.84B,Health Care,Medical Specialities,HUM
61128c48fc13ae5a9d00024c,DNB Financial Corp,NASDAQ,$147.96M,Finance,Major Banks,DNBF
61128c48fc13ae5a9d00024d,"GWG Holdings, Inc",NASDAQ,$60.75M,Finance,Life Insurance,GWGH
61128c48fc13ae5a9d00024e,"M/I Homes, Inc.",NYSE,$681.36M,Capital Goods,Homebuilding,MHO
61128c48fc13ae5a9d00024f,Kentucky First Federal Bancorp,NASDAQ,$81.49M,Finance,Savings Institutions,KFFB
61128c48fc13ae5a9d000250,Resource Capital Corp.,NYSE,n/a,n/a,n/a,RSO^B
61128c48fc13ae5a9d000251,"Heidrick & Struggles International, Inc.",NASDAQ,$407.51M,Technology,Diversified Commercial Services,HSII
61128c48fc13ae5a9d000252,"Cohen & Steers Global Income Builder, Inc.",NYSE,$220.31M,n/a,n/a,INB
61128c48fc13ae5a9d000253,"MACOM Technology Solutions Holdings, Inc.",NASDAQ,$3.57B,Technology,Semiconductors,MTSI
61128c48fc13ae5a9d000254,"Guidance Software, Inc.",NASDAQ,$222.81M,Technology,Computer Software: Prepackaged Software,GUID
61128c48fc13ae5a9d000255,Principal Millennials Index ETF,NASDAQ,$7.26M,n/a,n/a,GENY
61128c48fc13ae5a9d000256,"WPX Energy, Inc.",NYSE,$3.64B,Energy,Oil & Gas Production,WPX
61128c48fc13ae5a9d000257,Public Storage,NYSE,$37.14B,Consumer Services,Real Estate Investment Trusts,PSA
61128c48fc13ae5a9d000258,AlphaMark Actively Managed Small Cap ETF,NASDAQ,$26.26M,n/a,n/a,SMCP
61128c48fc13ae5a9d000259,National Holdings Corporation,NASDAQ,$34.45M,Finance,Investment Bankers/Brokers/Service,NHLD
61128c48fc13ae5a9d00025a,Research Frontiers Incorporated,NASDAQ,$32.7M,Miscellaneous,Multi-Sector Companies,REFR
61128c48fc13ae5a9d00025b,Devon Energy Corporation,NYSE,$16.7B,Energy,Oil & Gas Production,DVN
61128c48fc13ae5a9d00025c,"Reven Housing REIT, Inc.",NASDAQ,$61.72M,Consumer Services,Real Estate Investment Trusts,RVEN
61128c48fc13ae5a9d00025d,"Boot Barn Holdings, Inc.",NYSE,$184.25M,Consumer Services,Clothing/Shoe/Accessory Stores,BOOT
61128c48fc13ae5a9d00025e,"Pfizer, Inc.",NYSE,$196.76B,Health Care,Major Pharmaceuticals,PFE
61128c48fc13ae5a9d00025f,"NetApp, Inc.",NASDAQ,$10.29B,Technology,Electronic Components,NTAP
61128c48fc13ae5a9d000260,Emerson Electric Company,NYSE,$39.11B,Energy,Consumer Electronics/Appliances,EMR
61128c48fc13ae5a9d000261,"TrovaGene, Inc.",NASDAQ,$29.24M,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),TROV
61128c48fc13ae5a9d000262,SVB Financial Group,NASDAQ,n/a,Finance,Major Banks,SIVBO
61128c48fc13ae5a9d000263,Unilever PLC,NYSE,$157.69B,Basic Industries,Package Goods/Cosmetics,UL
61128c48fc13ae5a9d000264,Hess Corporation,NYSE,n/a,n/a,n/a,HES^A
61128c48fc13ae5a9d000265,Alcoa Corporation,NYSE,$5.53B,Capital Goods,Metal Fabrications,AA
61128c48fc13ae5a9d000266,Baozun Inc.,NASDAQ,$1.09B,Consumer Services,Catalog/Specialty Distribution,BZUN
61128c48fc13ae5a9d000267,"China Customer Relations Centers, Inc.",NASDAQ,$276.59M,Miscellaneous,Business Services,CCRC
61128c49fc13ae5a9d000268,"Dominion Energy, Inc.",NYSE,$50.77B,Public Utilities,Electric Utilities: Central,D
61128c49fc13ae5a9d000269,PennyMac Mortgage Investment Trust,NYSE,$1.19B,Consumer Services,Real Estate Investment Trusts,PMT
61128c49fc13ae5a9d00026a,"American Capital Senior Floating, Ltd.",NASDAQ,$125.5M,n/a,n/a,ACSF
61128c49fc13ae5a9d00026b,"BioScrip, Inc.",NASDAQ,$306.09M,Health Care,Medical/Nursing Services,BIOS
61128c49fc13ae5a9d00026c,"Safety Insurance Group, Inc.",NASDAQ,$1.06B,Finance,Property-Casualty Insurers,SAFT
61128c49fc13ae5a9d00026d,"Stag Industrial, Inc.",NYSE,n/a,n/a,n/a,STAG^C
61128c49fc13ae5a9d00026e,"Freshpet, Inc.",NASDAQ,$542.42M,Consumer Non-Durables,Packaged Foods,FRPT
61128c49fc13ae5a9d00026f,Nova Measuring Instruments Ltd.,NASDAQ,$641.08M,Capital Goods,Electronic Components,NVMI
61128c49fc13ae5a9d000270,RenaissanceRe Holdings Ltd.,NYSE,$5.77B,Finance,Property-Casualty Insurers,RNR
61128c49fc13ae5a9d000271,Tuniu Corporation,NASDAQ,$1.04B,Consumer Services,Transportation Services,TOUR
61128c49fc13ae5a9d000272,DDR Corp.,NYSE,n/a,n/a,n/a,DDR^K
61128c49fc13ae5a9d000273,PartnerRe Ltd.,NYSE,n/a,n/a,n/a,PRE^I
61128c49fc13ae5a9d000274,Hilton Worldwide Holdings Inc.,NYSE,$21.7B,Consumer Services,Hotels/Resorts,HLT
61128c49fc13ae5a9d000275,YY Inc.,NASDAQ,$3.06B,Technology,EDP Services,YY
61128c49fc13ae5a9d000276,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,NYSE,$3.1B,Technology,EDP Services,SAIC
61128c49fc13ae5a9d000277,Shaw Communications Inc.,NYSE,$10.72B,Consumer Services,Television Services,SJR
61128c49fc13ae5a9d000278,Kaiser Aluminum Corporation,NASDAQ,$1.47B,Capital Goods,Metal Fabrications,KALU
61128c49fc13ae5a9d000279,Eagle Point Credit Company Inc.,NYSE,$369.43M,n/a,n/a,ECC           
61128c49fc13ae5a9d00027a,Bel Fuse Inc.,NASDAQ,$312.96M,Capital Goods,Electrical Products,BELFB
61128c49fc13ae5a9d00027b,"MDU Resources Group, Inc.",NYSE,$5.37B,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),MDU
61128c49fc13ae5a9d00027c,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,NASDAQ,$532.8M,n/a,n/a,IFGL
61128c49fc13ae5a9d00027d,"Lennox International, Inc.",NYSE,$8.05B,Capital Goods,Industrial Machinery/Components,LII
61128c49fc13ae5a9d00027e,Banner Corporation,NASDAQ,$1.89B,Finance,Major Banks,BANR
61128c49fc13ae5a9d00027f,"Cal-Maine Foods, Inc.",NASDAQ,$1.81B,Consumer Non-Durables,Farming/Seeds/Milling,CALM
61128c49fc13ae5a9d000280,"Agilysys, Inc.",NASDAQ,$223.07M,Technology,EDP Services,AGYS
61128c49fc13ae5a9d000281,"Bellerophon Therapeutics, Inc.",NASDAQ,$43.74M,Health Care,Major Pharmaceuticals,BLPH
61128c49fc13ae5a9d000282,MGE Energy Inc.,NASDAQ,$2.36B,Energy,Electric Utilities: Central,MGEE
61128c49fc13ae5a9d000283,ENDRA Life Sciences Inc.,NASDAQ,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NDRAU
61128c49fc13ae5a9d000284,Novadaq Technologies Inc,NASDAQ,$346.82M,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NVDQ
61128c49fc13ae5a9d000285,1st Constitution Bancorp (NJ),NASDAQ,$136.87M,Finance,Savings Institutions,FCCY
61128c49fc13ae5a9d000286,"Jernigan Capital, Inc.",NYSE,$238.7M,Consumer Services,Real Estate Investment Trusts,JCAP
61128c49fc13ae5a9d000287,Annaly Capital Management Inc,NYSE,n/a,n/a,n/a,NLY^D
61128c49fc13ae5a9d000288,Check Point Software Technologies Ltd.,NASDAQ,$18.26B,Technology,Computer Software: Prepackaged Software,CHKP
61128c49fc13ae5a9d000289,"Energizer Holdings, Inc.",NYSE,$3.18B,Miscellaneous,Industrial Machinery/Components,ENR
61128c49fc13ae5a9d00028a,Star Bulk Carriers Corp.,NASDAQ,$516.53M,Transportation,Marine Transportation,SBLK
61128c49fc13ae5a9d00028b,PowerShares International BuyBack Achievers Portfolio,NASDAQ,$129.98M,n/a,n/a,IPKW
61128c49fc13ae5a9d00028c,"Netflix, Inc.",NASDAQ,$65.68B,Consumer Services,Consumer Electronics/Video Chains,NFLX
61128c49fc13ae5a9d00028d,"Bay Bancorp, Inc.",NASDAQ,$75.03M,Finance,Major Banks,BYBK
61128c49fc13ae5a9d00028e,"Coastway Bancorp, Inc.",NASDAQ,$91.14M,Finance,Savings Institutions,CWAY
61128c49fc13ae5a9d00028f,iShares MSCI Europe Small-Cap ETF,NASDAQ,$126.72M,n/a,n/a,IEUS
61128c49fc13ae5a9d000290,Fiat Chrysler Automobiles N.V.,NYSE,$20.65B,Capital Goods,Auto Manufacturing,FCAU
61128c49fc13ae5a9d000291,Invesco Quality Municipal Income Trust,NYSE,$672.68M,n/a,n/a,IQI
61128c49fc13ae5a9d000292,Jensyn Acquistion Corp.,NASDAQ,n/a,Finance,Business Services,JSYNU
61128c49fc13ae5a9d000293,"Century Communities, Inc.",NYSE,$551.7M,Capital Goods,Homebuilding,CCS
61128c49fc13ae5a9d000294,First Trust Large Cap Core AlphaDEX Fund,NASDAQ,$1.55B,n/a,n/a,FEX
61128c49fc13ae5a9d000295,VictoryShares US 500 Volatility Wtd ETF,NASDAQ,$8.83M,n/a,n/a,CFA
61128c49fc13ae5a9d000296,Valley National Bancorp,NYSE,$3.11B,Finance,Major Banks,VLY
61128c49fc13ae5a9d000297,"T-Mobile US, Inc.",NASDAQ,$52.45B,Public Utilities,Telecommunications Equipment,TMUS
61128c49fc13ae5a9d000298,"Accelerate Diagnostics, Inc.",NASDAQ,$1.53B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,AXDX
61128c49fc13ae5a9d000299,Getty Realty Corporation,NYSE,$896.38M,Finance,Real Estate,GTY
61128c49fc13ae5a9d00029a,"The Ultimate Software Group, Inc.",NASDAQ,$6.35B,Technology,Computer Software: Prepackaged Software,ULTI
61128c49fc13ae5a9d00029b,Modern Media Acquisition Corp.,NASDAQ,n/a,Finance,Business Services,MMDMW
61128c49fc13ae5a9d00029c,Graphic Packaging Holding Company,NYSE,$4.08B,Consumer Durables,Containers/Packaging,GPK
61128c49fc13ae5a9d00029d,Lonestar Resources US Inc.,NASDAQ,$87.3M,Energy,Oil & Gas Production,LONE
61128c49fc13ae5a9d00029e,"OpGen, Inc.",NASDAQ,$16.16M,Health Care,Medical Specialities,OPGN
61128c49fc13ae5a9d00029f,Liberty Media Corporation,NASDAQ,$13.88B,Consumer Services,Broadcasting,LSXMK
61128c49fc13ae5a9d0002a0,"HubSpot, Inc.",NYSE,$2.46B,Technology,Computer Software: Prepackaged Software,HUBS
61128c49fc13ae5a9d0002a1,Wintrust Financial Corporation,NASDAQ,$4.27B,Finance,Major Banks,WTFC
61128c49fc13ae5a9d0002a2,Cambrex Corporation,NYSE,$1.87B,Health Care,Major Pharmaceuticals,CBM
61128c49fc13ae5a9d0002a3,Bank of America Corporation,NYSE,n/a,n/a,n/a,BAC^A
61128c49fc13ae5a9d0002a4,"Bemis Company, Inc.",NYSE,$4.19B,Consumer Durables,Containers/Packaging,BMS
61128c49fc13ae5a9d0002a5,Verint Systems Inc.,NASDAQ,$2.54B,Technology,EDP Services,VRNT
61128c49fc13ae5a9d0002a6,PureFunds ETFx HealthTech ETF,NASDAQ,n/a,n/a,n/a,IMED
61128c49fc13ae5a9d0002a7,trivago N.V.,NASDAQ,$4.38B,n/a,n/a,TRVG
61128c49fc13ae5a9d0002a8,"Swiss Helvetia Fund, Inc. (The)",NYSE,$315.16M,n/a,n/a,SWZ
61128c49fc13ae5a9d0002a9,"Air T, Inc.",NASDAQ,$38.81M,Transportation,Air Freight/Delivery Services,AIRT
61128c49fc13ae5a9d0002aa,"Clovis Oncology, Inc.",NASDAQ,$2.69B,Health Care,Major Pharmaceuticals,CLVS
61128c49fc13ae5a9d0002ab,"America Movil, S.A.B. de C.V.",NYSE,$52.47B,Public Utilities,Telecommunications Equipment,AMX
61128c49fc13ae5a9d0002ac,"GAMCO Natural Resources, Gold & Income Tust ",NYSE,$140.84M,n/a,n/a,GNT
61128c49fc13ae5a9d0002ad,"Quad Graphics, Inc",NYSE,$1.18B,Miscellaneous,Publishing,QUAD
61128c49fc13ae5a9d0002ae,"Illumina, Inc.",NASDAQ,$25.09B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,ILMN
61128c49fc13ae5a9d0002af,"Landstar System, Inc.",NASDAQ,$3.68B,Transportation,Trucking Freight/Courier Services,LSTR
61128c49fc13ae5a9d0002b0,"SuperCom, Ltd.",NASDAQ,$42.87M,Technology,Semiconductors,SPCB
61128c49fc13ae5a9d0002b1,RXi Pharmaceuticals Corporation,NASDAQ,$12.79M,Health Care,Major Pharmaceuticals,RXII
61128c49fc13ae5a9d0002b2,Shaw Communications Inc.,NYSE,$10.72B,Consumer Services,Television Services,SJR
61128c49fc13ae5a9d0002b3,"John B. Sanfilippo & Son, Inc.",NASDAQ,$696.39M,Consumer Non-Durables,Specialty Foods,JBSS
61128c49fc13ae5a9d0002b4,Sun Life Financial Inc.,NYSE,$20.99B,Finance,Life Insurance,SLF
61128c49fc13ae5a9d0002b5,IBERIABANK Corporation,NASDAQ,n/a,Finance,Major Banks,IBKCO
61128c49fc13ae5a9d0002b6,"AmeriGas Partners, L.P.",NYSE,$4.27B,Consumer Services,Other Specialty Stores,APU
61128c49fc13ae5a9d0002b7,"Grifols, S.A.",NASDAQ,$14.64B,Health Care,Major Pharmaceuticals,GRFS
61128c49fc13ae5a9d0002b8,Global X SuperDividend Alternatives ETF,NASDAQ,n/a,n/a,n/a,ALTY
61128c49fc13ae5a9d0002b9,KKR & Co. L.P.,NYSE,n/a,n/a,n/a,KKR^A
61128c49fc13ae5a9d0002ba,"Coastway Bancorp, Inc.",NASDAQ,$91.14M,Finance,Savings Institutions,CWAY
61128c49fc13ae5a9d0002bb,Aradigm Corporation,NASDAQ,$22.79M,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,ARDM
61128c49fc13ae5a9d0002bc,Kenon Holdings Ltd.,NYSE,$752.08M,Consumer Services,Marine Transportation,KEN
61128c49fc13ae5a9d0002bd,Duluth Holdings Inc.,NASDAQ,$558.54M,Consumer Services,Clothing/Shoe/Accessory Stores,DLTH
61128c49fc13ae5a9d0002be,OUTFRONT Media Inc.,NYSE,$3.27B,Consumer Services,Real Estate Investment Trusts,OUT
61128c49fc13ae5a9d0002bf,Investors Real Estate Trust,NYSE,n/a,n/a,n/a,IRET^B
61128c49fc13ae5a9d0002c0,Bel Fuse Inc.,NASDAQ,$312.96M,Capital Goods,Electrical Products,BELFB
61128c49fc13ae5a9d0002c1,"Sanderson Farms, Inc.",NASDAQ,$2.88B,Consumer Non-Durables,Meat/Poultry/Fish,SAFM
61128c49fc13ae5a9d0002c2,Lianluo Smart Limited,NASDAQ,$20.95M,Health Care,Medical/Dental Instruments,LLIT
61128c49fc13ae5a9d0002c3,IBERIABANK Corporation,NASDAQ,n/a,Finance,Major Banks,IBKCP
61128c49fc13ae5a9d0002c4,Sotheby's,NYSE,$2.73B,Miscellaneous,Business Services,BID
61128c49fc13ae5a9d0002c5,"Versartis, Inc.",NASDAQ,$577.43M,Health Care,Major Pharmaceuticals,VSAR
61128c49fc13ae5a9d0002c6,Diebold Nixdorf Incorporated,NYSE,$2.01B,Miscellaneous,Office Equipment/Supplies/Services,DBD
61128c49fc13ae5a9d0002c7,Kayne Anderson MLP Investment Company,NYSE,$2.08B,n/a,n/a,KYN
61128c49fc13ae5a9d0002c8,Regency Centers Corporation,NYSE,$10.45B,Consumer Services,Real Estate Investment Trusts,REG
61128c49fc13ae5a9d0002c9,Jensyn Acquistion Corp.,NASDAQ,n/a,Finance,Business Services,JSYNW
61128c49fc13ae5a9d0002ca,Kingold Jewelry Inc.,NASDAQ,$127.42M,Miscellaneous,Business Services,KGJI
61128c49fc13ae5a9d0002cb,EQT Corporation,NYSE,$10.19B,Energy,Oil & Gas Production,EQT
61128c49fc13ae5a9d0002cc,Quotient Limited,NASDAQ,$276.7M,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,QTNT
61128c49fc13ae5a9d0002cd,"Verastem, Inc.",NASDAQ,$74.72M,Health Care,Major Pharmaceuticals,VSTM
61128c49fc13ae5a9d0002ce,Matthews International Corporation,NASDAQ,$2.08B,Capital Goods,Metal Fabrications,MATW
61128c49fc13ae5a9d0002cf,PAREXEL International Corporation,NASDAQ,$4.24B,Health Care,Biotechnology: Commercial Physical & Biological Resarch,PRXL
61128c49fc13ae5a9d0002d0,ENDRA Life Sciences Inc.,NASDAQ,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NDRAU
61128c49fc13ae5a9d0002d1,Noodles & Company,NASDAQ,$154.07M,Consumer Services,Restaurants,NDLS
61128c49fc13ae5a9d0002d2,"Pathfinder Bancorp, Inc.",NASDAQ,$63.94M,Finance,Major Banks,PBHC
61128c49fc13ae5a9d0002d3,ProShares UltraShort Nasdaq Biotechnology,NASDAQ,$52.03M,n/a,n/a,BIS
61128c49fc13ae5a9d0002d4,Preformed Line Products Company,NASDAQ,$241.57M,Basic Industries,Water Supply,PLPC
61128c49fc13ae5a9d0002d5,AirMedia Group Inc,NASDAQ,$95.78M,Technology,Advertising,AMCN
61128c49fc13ae5a9d0002d6,"Endologix, Inc.",NASDAQ,$385M,Health Care,Medical/Dental Instruments,ELGX
61128c49fc13ae5a9d0002d7,Bel Fuse Inc.,NASDAQ,$252.29M,Capital Goods,Electrical Products,BELFA
61128c49fc13ae5a9d0002d8,TransCanada Corporation,NYSE,$41.81B,Public Utilities,Natural Gas Distribution,TRP
61128c49fc13ae5a9d0002d9,Convergys Corporation,NYSE,$2.28B,Technology,EDP Services,CVG
61128c49fc13ae5a9d0002da,Atlantica Yield plc,NASDAQ,$2.05B,Public Utilities,Electric Utilities: Central,ABY
61128c49fc13ae5a9d0002db,Function(x) Inc.,NASDAQ,$14.24M,Technology,"Computer Software: Programming, Data Processing",FNCX
61128c49fc13ae5a9d0002dc,"Liberty Tax, Inc.",NASDAQ,$158.53M,Miscellaneous,Multi-Sector Companies,TAX
61128c49fc13ae5a9d0002dd,Modern Media Acquisition Corp.,NASDAQ,n/a,Finance,Business Services,MMDMR
61128c49fc13ae5a9d0002de,"Civista Bancshares, Inc. ",NASDAQ,$204.1M,Finance,Major Banks,CIVB
61128c49fc13ae5a9d0002df,Pacific Premier Bancorp Inc,NASDAQ,$1.45B,Finance,Major Banks,PPBI
61128c49fc13ae5a9d0002e0,"Tallgrass Energy Partners, LP",NYSE,$3.4B,Public Utilities,Natural Gas Distribution,TEP
61128c49fc13ae5a9d0002e1,"American International Group, Inc.",NYSE,$58.82B,Finance,Property-Casualty Insurers,AIG
61128c49fc13ae5a9d0002e2,"UFP Technologies, Inc.",NASDAQ,$200.32M,Capital Goods,Containers/Packaging,UFPT
61128c49fc13ae5a9d0002e3,Huntington Bancshares Incorporated,NASDAQ,n/a,Finance,Major Banks,HBANN
61128c49fc13ae5a9d0002e4,"Citizens, Inc.",NYSE,$350.57M,Finance,Life Insurance,CIA
61128c49fc13ae5a9d0002e5,Panhandle Royalty Company,NYSE,$384.22M,Energy,Oil & Gas Production,PHX
61128c49fc13ae5a9d0002e6,"PennyMac Financial Services, Inc.",NYSE,$387.13M,Finance,Finance: Consumer Services,PFSI
61128c49fc13ae5a9d0002e7,First Trust NASDAQ Global Auto Index Fund,NASDAQ,$18.49M,n/a,n/a,CARZ
61128c49fc13ae5a9d0002e8,"Monolithic Power Systems, Inc.",NASDAQ,$4.01B,Technology,Semiconductors,MPWR
61128c49fc13ae5a9d0002e9,"Cartesian, Inc.",NASDAQ,$5.76M,Consumer Services,Professional Services,CRTN
61128c49fc13ae5a9d0002ea,"H&R Block, Inc.",NYSE,$6.2B,Consumer Services,Other Consumer Services,HRB
61128c49fc13ae5a9d0002eb,"Snyder's-Lance, Inc.",NASDAQ,$3.44B,Consumer Non-Durables,Specialty Foods,LNCE
61128c49fc13ae5a9d0002ec,"PIMCO Strategic Income Fund, Inc.",NYSE,$421.64M,n/a,n/a,RCS
61128c49fc13ae5a9d0002ed,iShares MSCI ACWI ex US Index Fund,NASDAQ,$2.33B,n/a,n/a,ACWX
61128c49fc13ae5a9d0002ee,Digirad Corporation,NASDAQ,$77.91M,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,DRAD
61128c49fc13ae5a9d0002ef,Comcast Corporation,NYSE,n/a,Consumer Services,Television Services,CCV
61128c49fc13ae5a9d0002f0,"CYS Investments, Inc.",NYSE,n/a,n/a,n/a,CYS^B
61128c49fc13ae5a9d0002f1,EPR Properties,NYSE,n/a,n/a,n/a,EPR^F
61128c49fc13ae5a9d0002f2,"PTC Therapeutics, Inc.",NASDAQ,$700.74M,Health Care,Major Pharmaceuticals,PTCT
61128c49fc13ae5a9d0002f3,"Photronics, Inc.",NASDAQ,$685.28M,Technology,Semiconductors,PLAB
61128c49fc13ae5a9d0002f4,Nuveen Dow 30SM Dynamic Overwrite Fund,NYSE,$592.88M,n/a,n/a,DIAX
61128c49fc13ae5a9d0002f5,Chimera Investment Corporation,NYSE,n/a,n/a,n/a,CIM^A
61128c49fc13ae5a9d0002f6,AMC Networks Inc.,NASDAQ,$3.72B,Consumer Services,Television Services,AMCX
61128c49fc13ae5a9d0002f7,"ASB Bancorp, Inc.",NASDAQ,$167.24M,Finance,Savings Institutions,ASBB
61128c49fc13ae5a9d0002f8,"Bio-Rad Laboratories, Inc.",NYSE,$6.53B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,BIO
61128c49fc13ae5a9d0002f9,"The Chefs' Warehouse, Inc.",NASDAQ,$387.37M,Consumer Non-Durables,Food Distributors,CHEF
61128c49fc13ae5a9d0002fa,"Reinsurance Group of America, Incorporated",NYSE,n/a,Finance,Life Insurance,RZA
61128c49fc13ae5a9d0002fb,Quidel Corporation,NASDAQ,$854.72M,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,QDEL
61128c49fc13ae5a9d0002fc,BB&T Corporation,NYSE,n/a,n/a,n/a,BBT^E
61128c49fc13ae5a9d0002fd,"The Hanover Insurance Group, Inc.",NYSE,$3.77B,Finance,Property-Casualty Insurers,THG
61128c49fc13ae5a9d0002fe,"Net 1 UEPS Technologies, Inc.",NASDAQ,$556.9M,Finance,Investment Bankers/Brokers/Service,UEPS
61128c49fc13ae5a9d0002ff,The KEYW Holding Corporation,NASDAQ,$447.05M,Technology,EDP Services,KEYW
61128c49fc13ae5a9d000300,Marvell Technology Group Ltd.,NASDAQ,$8.71B,Technology,Semiconductors,MRVL
61128c49fc13ae5a9d000301,"StealthGas, Inc.",NASDAQ,$122.37M,Transportation,Marine Transportation,GASS
61128c49fc13ae5a9d000302,Blackrock Muni New York Intermediate Duration Fund Inc,NYSE,$58.47M,n/a,n/a,MNE
61128c49fc13ae5a9d000303,Zumiez Inc.,NASDAQ,$316.23M,Consumer Services,Clothing/Shoe/Accessory Stores,ZUMZ
61128c49fc13ae5a9d000304,Scudder Strategic Income Trust,NYSE,$54.13M,n/a,n/a,KST
61128c49fc13ae5a9d000305,First Trust Capital Strength ETF,NASDAQ,$431.69M,n/a,n/a,FTCS
61128c49fc13ae5a9d000306,CrossAmerica Partners LP,NYSE,$832.71M,Energy,Oil Refining/Marketing,CAPL
